Time - Singles 1,Count rates (per second) - Singles 1,Time - Singles 2,Count rates (per second) - Singles 2,Time - Singles 3,Count rates (per second) - Singles 3,Time - Singles 4,Count rates (per second) - Singles 4,Time - Singles 5,Count rates (per second) - Singles 5,Time - Singles 6,Count rates (per second) - Singles 6,Time - Singles 7,Count rates (per second) - Singles 7,Time - Singles 8,Count rates (per second) - Singles 8,Time - Coinc 1+2,Count rates (per second) - Coinc 1+2,Time - Coinc 1+3,Count rates (per second) - Coinc 1+3,Time - Coinc 1+4,Count rates (per second) - Coinc 1+4,Time - Coinc 2+3,Count rates (per second) - Coinc 2+3,Time - Coinc 2+4,Count rates (per second) - Coinc 2+4,Time - Coinc 3+4,Count rates (per second) - Coinc 3+4,Time - Coinc 1+2+3,Count rates (per second) - Coinc 1+2+3,Time - Coinc 1+2+4,Count rates (per second) - Coinc 1+2+4,Time - Coinc 1+3+4,Count rates (per second) - Coinc 1+3+4,Time - Coinc 2+3+4,Count rates (per second) - Coinc 2+3+4,Time - Coinc 1+2+3+4,Count rates (per second) - Coinc 1+2+3+4,Time - Plot 19,Count rates (per second) - Plot 19,Time - Plot 20,Count rates (per second) - Plot 20
5022,"100,49k",5022,"92,514k",5022,0,5022,0,5022,0,5022,0,5022,0,5022,0,5022,"4,411k",5022,0,5022,0,5022,0,5022,0,5022,0,5022,0,5022,0,5022,0,5022,0,5022,0,5022,"2,7k",5022,"2,3k"
5023,"99,989k",5023,"93,489k",5023,0,5023,0,5023,0,5023,0,5023,0,5023,0,5023,"4,424k",5023,0,5023,0,5023,0,5023,0,5023,0,5023,0,5023,0,5023,0,5023,0,5023,0,5023,"2,7k",5023,"2,3k"
5024,"100,115k",5024,"92,625k",5024,0,5024,0,5024,0,5024,0,5024,0,5024,0,5024,"4,269k",5024,0,5024,0,5024,0,5024,0,5024,0,5024,0,5024,0,5024,0,5024,0,5024,0,5024,"2,7k",5024,"2,3k"
5025,"99,695k",5025,"92,652k",5025,0,5025,0,5025,0,5025,0,5025,0,5025,0,5025,"4,322k",5025,0,5025,0,5025,0,5025,0,5025,0,5025,0,5025,0,5025,0,5025,0,5025,0,5025,"2,7k",5025,"2,3k"
5026,"100,839k",5026,"93,393k",5026,0,5026,0,5026,0,5026,0,5026,0,5026,0,5026,"4,489k",5026,0,5026,0,5026,0,5026,0,5026,0,5026,0,5026,0,5026,0,5026,0,5026,0,5026,"2,7k",5026,"2,3k"
5027,"100,797k",5027,"93,338k",5027,0,5027,0,5027,0,5027,0,5027,0,5027,0,5027,"4,602k",5027,0,5027,0,5027,0,5027,0,5027,0,5027,0,5027,0,5027,0,5027,0,5027,0,5027,"2,7k",5027,"2,3k"
5028,"99,861k",5028,"92,127k",5028,0,5028,0,5028,0,5028,0,5028,0,5028,0,5028,"4,487k",5028,0,5028,0,5028,0,5028,0,5028,0,5028,0,5028,0,5028,0,5028,0,5028,0,5028,"2,7k",5028,"2,3k"
5029,"100,416k",5029,"93,01k",5029,0,5029,0,5029,0,5029,0,5029,0,5029,0,5029,"4,576k",5029,0,5029,0,5029,0,5029,0,5029,0,5029,0,5029,0,5029,0,5029,0,5029,0,5029,"2,7k",5029,"2,3k"
5030,"99,992k",5030,"92,539k",5030,0,5030,0,5030,0,5030,0,5030,0,5030,0,5030,"4,304k",5030,0,5030,0,5030,0,5030,0,5030,0,5030,0,5030,0,5030,0,5030,0,5030,0,5030,"2,7k",5030,"2,3k"
5031,"100,512k",5031,"93,055k",5031,0,5031,0,5031,0,5031,0,5031,0,5031,0,5031,"4,384k",5031,0,5031,0,5031,0,5031,0,5031,0,5031,0,5031,0,5031,0,5031,0,5031,0,5031,"2,7k",5031,"2,3k"
5032,"99,919k",5032,"92,894k",5032,0,5032,0,5032,0,5032,0,5032,0,5032,0,5032,"4,433k",5032,0,5032,0,5032,0,5032,0,5032,0,5032,0,5032,0,5032,0,5032,0,5032,0,5032,"2,7k",5032,"2,3k"
5033,"99,813k",5033,"93,05k",5033,0,5033,0,5033,0,5033,0,5033,0,5033,0,5033,"4,625k",5033,0,5033,0,5033,0,5033,0,5033,0,5033,0,5033,0,5033,0,5033,0,5033,0,5033,"2,7k",5033,"2,3k"
5034,"99,881k",5034,"93,251k",5034,0,5034,0,5034,0,5034,0,5034,0,5034,0,5034,"4,504k",5034,0,5034,0,5034,0,5034,0,5034,0,5034,0,5034,0,5034,0,5034,0,5034,0,5034,"2,7k",5034,"2,3k"
5035,"100,472k",5035,"93,252k",5035,0,5035,0,5035,0,5035,0,5035,0,5035,0,5035,"4,538k",5035,0,5035,0,5035,0,5035,0,5035,0,5035,0,5035,0,5035,0,5035,0,5035,0,5035,"2,7k",5035,"2,3k"
5036,"99,598k",5036,"92,951k",5036,0,5036,0,5036,0,5036,0,5036,0,5036,0,5036,"4,506k",5036,0,5036,0,5036,0,5036,0,5036,0,5036,0,5036,0,5036,0,5036,0,5036,0,5036,"2,7k",5036,"2,3k"
5037,"100,456k",5037,"93,232k",5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,5037,"4,527k",5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,5037,0,5037,"2,7k",5037,"2,3k"
5038,"99,875k",5038,"92,507k",5038,0,5038,0,5038,0,5038,0,5038,0,5038,0,5038,"4,33k",5038,0,5038,0,5038,0,5038,0,5038,0,5038,0,5038,0,5038,0,5038,0,5038,0,5038,"2,7k",5038,"2,3k"
5039,"100,453k",5039,"93,137k",5039,0,5039,0,5039,0,5039,0,5039,0,5039,0,5039,"4,466k",5039,0,5039,0,5039,0,5039,0,5039,0,5039,0,5039,0,5039,0,5039,0,5039,0,5039,"2,7k",5039,"2,3k"
5040,"99,974k",5040,"92,489k",5040,0,5040,0,5040,0,5040,0,5040,0,5040,0,5040,"4,348k",5040,0,5040,0,5040,0,5040,0,5040,0,5040,0,5040,0,5040,0,5040,0,5040,0,5040,"2,7k",5040,"2,3k"
5041,"100,841k",5041,"92,699k",5041,0,5041,0,5041,0,5041,0,5041,0,5041,0,5041,"4,55k",5041,0,5041,0,5041,0,5041,0,5041,0,5041,0,5041,0,5041,0,5041,0,5041,0,5041,"2,7k",5041,"2,3k"
5042,"99,513k",5042,"92,995k",5042,0,5042,0,5042,0,5042,0,5042,0,5042,0,5042,"4,458k",5042,0,5042,0,5042,0,5042,0,5042,0,5042,0,5042,0,5042,0,5042,0,5042,0,5042,"2,7k",5042,"2,3k"
5043,"99,91k",5043,"93,098k",5043,0,5043,0,5043,0,5043,0,5043,0,5043,0,5043,"4,458k",5043,0,5043,0,5043,0,5043,0,5043,0,5043,0,5043,0,5043,0,5043,0,5043,0,5043,"2,7k",5043,"2,3k"
5044,"100,035k",5044,"92,801k",5044,0,5044,0,5044,0,5044,0,5044,0,5044,0,5044,"4,459k",5044,0,5044,0,5044,0,5044,0,5044,0,5044,0,5044,0,5044,0,5044,0,5044,0,5044,"2,7k",5044,"2,3k"
5045,"99,505k",5045,"93,345k",5045,0,5045,0,5045,0,5045,0,5045,0,5045,0,5045,"4,456k",5045,0,5045,0,5045,0,5045,0,5045,0,5045,0,5045,0,5045,0,5045,0,5045,0,5045,"2,7k",5045,"2,3k"
5046,"99,29k",5046,"92,561k",5046,0,5046,0,5046,0,5046,0,5046,0,5046,0,5046,"4,384k",5046,0,5046,0,5046,0,5046,0,5046,0,5046,0,5046,0,5046,0,5046,0,5046,0,5046,"2,7k",5046,"2,3k"
5047,"99,937k",5047,"92,367k",5047,0,5047,0,5047,0,5047,0,5047,0,5047,0,5047,"4,453k",5047,0,5047,0,5047,0,5047,0,5047,0,5047,0,5047,0,5047,0,5047,0,5047,0,5047,"2,7k",5047,"2,3k"
5048,"99,979k",5048,"92,96k",5048,0,5048,0,5048,0,5048,0,5048,0,5048,0,5048,"4,431k",5048,0,5048,0,5048,0,5048,0,5048,0,5048,0,5048,0,5048,0,5048,0,5048,0,5048,"2,7k",5048,"2,3k"
5049,"100,424k",5049,"93,02k",5049,0,5049,0,5049,0,5049,0,5049,0,5049,0,5049,"4,362k",5049,0,5049,0,5049,0,5049,0,5049,0,5049,0,5049,0,5049,0,5049,0,5049,0,5049,"2,7k",5049,"2,3k"
5050,"100,383k",5050,"92,54k",5050,0,5050,0,5050,0,5050,0,5050,0,5050,0,5050,"4,58k",5050,0,5050,0,5050,0,5050,0,5050,0,5050,0,5050,0,5050,0,5050,0,5050,0,5050,"2,7k",5050,"2,3k"
5051,"100,056k",5051,"93,19k",5051,0,5051,0,5051,0,5051,0,5051,0,5051,0,5051,"4,52k",5051,0,5051,0,5051,0,5051,0,5051,0,5051,0,5051,0,5051,0,5051,0,5051,0,5051,"2,7k",5051,"2,3k"
5052,"99,8k",5052,"92,621k",5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,"4,481k",5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,"2,7k",5052,"2,3k"
5053,"100,562k",5053,"92,16k",5053,0,5053,0,5053,0,5053,0,5053,0,5053,0,5053,"4,545k",5053,0,5053,0,5053,0,5053,0,5053,0,5053,0,5053,0,5053,0,5053,0,5053,0,5053,"2,7k",5053,"2,3k"
5054,"99,632k",5054,"92,726k",5054,0,5054,0,5054,0,5054,0,5054,0,5054,0,5054,"4,453k",5054,0,5054,0,5054,0,5054,0,5054,0,5054,0,5054,0,5054,0,5054,0,5054,0,5054,"2,7k",5054,"2,3k"
